customer_id,age,city,plan,acquisition_channel,join_date,monthly_income_pln,tenure_months,avg_logins_last_30d,support_tickets_last_30d,satisfaction_score,auto_renew,discount_pct,monthly_spend_pln,churned
C004009,35,Łódź,Premium ,organic,2025-06-25,6405.97,1,11,1,7,1,0,121.77,0
C004010,18,Warszawa,Standard,organic,2023-02-17,7123.09,28,7,0,8,1,10,167.02,0
C004011,38,Łódź,Standard,organic,2023-02-14,11331.9,28,6,1,8,1,0,161.73,0
C004012,33,Warszawa,Basic,paid_search,2023-10-01,4721.78,21,16,0,9,1,5,135.27,0
C004013,26,Warszawa,Basic,social,2025-05-14,13779.39,1,9,0,8,0,0,82.7,0
C004014,34,Lublin,Standard,organic,2022-04-24,3563.85,38,11,0,10,1,0,174.23,0
C004015,23,Lublin,Standard,paid_search,2024-09-21,4334.34,9,11,0,,0,0,113.09,0
C004016,44,Łódź,Basic,referral,2022-02-24,9377.01,40,15,0,9,1,5,161.23,0
C004017,40,Łódź,Premium,social,2022-01-06,3228.47,42,14,1,10,1,0,226.93,0
C004018,18,Łódź,Premium,organic,2024-08-03,21513.56,11,23,0,9,1,0,208.74,0
C004019,47,Warszawa,Premium,organic,2023-12-05,4709.72,19,10,0,8,0,20,174.46,1
C004020,18,Wrocław,Basic,paid_search,2023-10-23,3781.71,20,16,2,9,1,15,121.99,0
C004021,21,Wrocław,Standard,paid_search,2022-04-10,9842.86,39,17,1,10,1,5,197.64,0
C004022,50,Warszawa,Premium,referral,2025-04-06,7878.54,2,8,0,7,0,5,146.54,0
C004023,18,Kraków,Standard,referral,2023-02-19,11003.12,28,14,0,9,1,20,164.35,0
C004024,45,Lublin,Premium,partner,2024-05-11,7845.34,13,16,1,7,1,0,163.48,1
C004025,34,Warszawa,Basic,organic,2024-06-09,19326.53,12,4,1,8,0,0,101.76,0
C004026,18,Katowice,Basic,PAID_SEARCH,2024-06-24,9508.55,12,9,0,7,1,10,107.12,0
C004027,38,Łódź,Basic,paid_search,2023-04-17,7370.66,26,10,1,4,1,0,117.61,0
C004028,30,Warszawa,Standard,social,2023-08-22,,22,14,2,8,1,5,135.48,0
C004029,56,Wrocław,Standard,partner,2024-03-26,6037.67,15,15,1,8,1,0,153.95,0
C004030,41,LUBLIN,Standard,paid_search,2022-01-03,7513.05,42,12,0,7,1,0,170.99,0
C004031,21,Katowice,Premium,organic,2022-01-22,8740.8,41,23,0,9,1,5,254.3,0
C004032,19,Gdańsk,Standard,organic,2023-11-28,12177.43,19,14,2,7,1,10,174.1,0
C004033,32,Poznań,Basic,paid_search,2022-04-10,6676.45,39,15,2,7,1,15,174.2,0
C004034,49,Poznań,Standard,paid_search,2022-09-15,12732.08,34,10,0,9,1,15,158.81,0
C004035,18,Łódź,Standard,organic,2024-11-11,7263.67,7,15,1,7,1,15,105.84,0
C004036,50,Warszawa,Standard,paid_search,2024-08-11,17658.49,10,8,0,8,1,10,121.6,0
C004037,26,Katowice,Standard,organic,2022-06-27,5044.6,36,7,1,8,1,15,145.87,0
C004038,32,Katowice,Standard,paid_search,2024-08-24,10484.01,10,5,0,9,0,0,94.58,0
C004039,38,,Standard,organic,2024-02-11,6423.3,16,9,0,6,0,0,133.9,0
C004040,24,Poznań,basic,organic,2025-04-05,5931.82,2,5,0,8,1,0,76.34,1
C004041,42,Warszawa,Basic,referral,2022-08-07,10122.54,35,6,0,9,1,0,138.76,0
C004042,21,Katowice,Premium,organic,2022-10-05,6355.51,33,13,0,10,1,20,190.87,0
C004043,33,Katowice,Standard,partner,,6559.75,9,11,0,8,0,0,114.04,1
C004044,37,Kraków,Basic,social,2025-01-15,6227.63,5,5,0,8,1,0,96.72,0
C004045,53,Łódź,Basic,organic,2024-01-11,10140.09,17,8,0,8,1,0,117.64,0
C004046,33,Gdańsk,Standard,organic,2022-02-07,4268.58,41,13,1,8,1,5,182.29,0
C004047,36,Warszawa,Basic,referral,2022-09-01,4860.34,34,10,1,5,1,0,150.68,1
C004048,20,Wrocław,Standard,paid_search,2023-10-27,6315.3,20,3,1,6,1,15,92.07,0
C004049,43,Wrocław,Standard,organic,2022-09-19,10893.03,33,13,1,9,1,15,173.29,0
C004050,38,Katowice,Premium,organic,2025-02-10,11247.33,4,10,0,7,0,5,135.45,1
C004051,49,Łódź,Standard,organic,2025-04-30,7863.09,2,5,0,9,1,15,82.81,0
C004052,33,Poznań,Standard,social,2025-05-21,2832.6,1,8,1,8,1,10,88.57,0
C004053,41,Wrocław,Premium,social,2023-08-21,6121.92,22,13,0,8,0,0,182.74,0
C004054,28,Wrocław,Premium, paid_search,2024-09-02,6746.53,10,15,0,8,1,20,143.26,0
C004055,28,Lublin,Basic,partner,2024-12-15,16327.22,6,12,1,7,1,0,86.23,0
C004056,22,Kraków,Basic,paid_search,2023-06-04,7631.06,25,11,0,7,1,0,137.18,0
C004057,45,Kraków,Basic,referral,2022-11-22,9641.41,31,6,0,8,0,20,128.94,1
C004058,42,Katowice,Standard,organic,2023-08-11,7511.66,23,0,2,8,0,20,101.05,1
C004059,40,Lublin,Standard,organic,2024-07-14,12277.48,11,13,2,7,0,0,115.2,0
C004060,40,łódź,Basic,social,2022-10-27,11067.96,32,14,1,7,0,15,119.57,1
C004061,45,Kraków,Standard,partner,2025-06-04,6415.36,1,7,0,9,0,20,88.03,0
C004062,43,Lublin,Premium,organic,2023-01-29,8529.52,29,13,1,8,0,10,196.7,0
C004063,44,Łódź,Standard,paid_search,2022-04-23,6820.41,38,13,0,7,1,0,187.14,0
C004064,45,Poznań,Basic,organic,2025-03-13,5103.93,3,12,2,7,0,0,97.76,1
C004065,29,Gdańsk,Standard,organic,2023-08-14,16890.08,22,13,4,7,0,0,163.39,0
C004066,33,Łódź,Premium,social,2022-10-11,8362.64,33,18,1,6,1,10,204.03,0
C004067,26,Kraków,Standard,organic ,2022-02-21,11007.21,40,9,0,7,1,15,175.11,0
C004068,29,Łódź,Standard,paid_search,2025-03-18,5527.34,3,6,1,8,0,20,91.79,0
C004069,21,Gdańsk,Basic,paid_search,2023-04-22,8770.23,26,7,0,9,1,0,115.54,0
C004070,45,Lublin,Premium,paid_search,2024-02-09,21659.09,16,16,1,8,0,20,150.56,0
C004071,30,Katowice,Basic,paid_search,2024-06-07,8087.47,12,12,1,6,1,0,84.8,0
C004072,20,Wrocław,Standard,paid_search,2025-05-21,11637.28,1,11,0,7,1,20,128.17,0
C004073,47,Poznań,Standard,social,2024-01-22,5026.65,17,13,0,7,0,0,135.76,0
C004074,48,Katowice,Standard,organic,2023-06-11,7188.42,25,12,0,7,1,15,116.34,0
C004075,44,Warszawa,Basic,referral,2022-09-21,10522.32,33,12,1,6,1,5,146.11,1
C004076,35,Lublin,Standard,organic,2024-05-07,5656.21,14,12,1,7,0,0,127.98,0
C004077,23,Lublin,Basic,partner,2023-07-17,4421.25,23,10,0,8,0,20,95.78,0
C004078,43,Wrocław,Premium,organic,2025-05-22,9026.44,1,10,0,8,0,0,157.47,0
C004079,28,Kraków,Standard,organic,2023-11-16,6120.79,19,11,0,10,1,0,148.35,0
C004080,32,Wrocław,Basic,social,2024-06-04,13140.99,13,6,5,7,1,20,92.96,1
C004081,39,Gdańsk,Standard,partner,2024-08-10,10891.0,10,11,3,9,0,10,132.96,1
C004082,35,Poznań,Standard,partner,2023-12-03,5534.44,19,10,0,10,0,0,131.06,0
C004083,46,Wrocław,Standard,referral,2024-10-31,10547.42,8,12,0,7,1,5,77.79,0
C004084,32,Łódź,Standard,organic,2023-11-07,5132.76,20,17,1,8,1,0,147.84,0
C004085,43,Gdańsk,Basic,organic,2024-01-31,6814.93,17,0,0,8,1,0,94.17,0
C004086,29,Katowice,Standard,organic,2024-06-13,12174.09,12,7,0,7,0,20,119.5,1
C004087,40,Katowice,Basic,partner,2024-07-26,4854.23,11,14,0,8,0,20,104.33,1
C004088,52,Poznań,Premium,organic,2024-05-22,2674.4,13,12,0,8,1,10,139.67,0
C004089,18,Poznań,Standard,paid_search,2025-06-07,7854.24,1,7,0,6,0,10,85.43,1
C004090,32,Katowice,Standard ,organic,2024-03-03,2971.27,16,10,1,6,1,15,124.41,1
C004091,35,Lublin,Standard,organic,2023-12-04,8674.44,19,10,0,8,1,0,127.93,0
C004092,34,Kraków,premium,social,2023-06-15,7347.01,24,15,1,7,1,0,190.67,0
C004093,38,Warszawa,Standard,ORGANIC,2023-04-07,6017.22,27,12,1,10,1,0,170.21,0
C004094,29,Poznań,Standard,referral,2024-09-18,15712.3,9,9,0,10,1,0,147.18,0
C004095,28,Poznań,Basic,paid_search,2022-01-13,10424.27,42,15,0,10,1,10,171.05,0
C004096,40,Wrocław,Standard,organic,2022-08-04,6640.16,35,14,1,9,1,0,183.1,0
C004097,39,Łódź,Premium,paid_search,2023-05-12,7804.46,26,7,0,7,0,0,188.01,0
C004098,50,Poznań,Standard,referral,2023-12-17,3638.22,18,13,0,7,0,0,114.33,0
C004099,56,Łódź,Standard,paid_search,2022-02-26,14523.37,40,17,0,8,1,10,184.15,0
C004100,38,Poznań,Basic,organic,2024-07-26,12348.48,11,9,1,9,0,5,103.25,1
C004101,43,Wrocław,Standard,organic,2024-09-04,10116.27,10,8,0,8,1,15,118.74,0
C004102,42,Wrocław,Standard, social,2022-10-27,8730.77,32,16,0,8,1,0,200.75,0
C004103,39,Katowice,Standard,paid_search,2025-05-05,17984.81,1,4,1,7,1,0,110.46,0
C004104,41,Poznań,Standard,paid_search,2023-10-26,6541.37,20,8,3,8,1,0,135.87,0
C004105,34,Łódź,Standard,organic,2023-01-07,8496.47,30,13,0,10,0,20,140.59,0
C004106,38,Łódź,Premium,paid_search,2024-06-25,5814.76,12,11,2,7,1,15,149.42,0
C004107,34,Łódź,Standard,organic,2024-01-07,8066.85,18,9,0,9,1,0,123.22,0
C004108,30,Katowice,Standard,organic,2023-03-02,7507.19,28,13,0,8,0,5,148.25,0
C004109,40,Poznań,Basic,organic,2023-11-05,4120.88,20,12,0,8,1,10,95.61,0
C004110,63,Lublin,Basic,paid_search,2023-09-10,9920.65,22,5,0,8,1,5,116.72,0
C004111,35,Gdańsk,Basic,paid_search,2024-05-13,13638.02,13,8,2,8,1,0,88.31,0
C004112,34,Wrocław,Standard,social,2024-12-04,5162.1,6,8,0,7,0,0,111.88,0
C004113,29,Poznań,Premium,referral,2022-01-23,10937.04,41,8,0,7,1,20,189.21,0
C004114,30,Katowice,Basic,partner,2025-05-06,5292.23,1,3,2,5,0,5,42.5,1
C004115,44,Poznań,Premium,paid_search,2022-10-09,5793.68,33,17,0,9,1,0,214.49,0
C004116,37,Kraków,Basic,paid_search,2024-08-10,6534.46,10,8,0,7,1,0,83.91,0
C004117,38,Katowice,Premium,paid_search,2024-06-11,3531.92,12,12,3,7,0,10,136.82,0
C004118,18,Kraków,Basic,partner,2024-06-02,6541.27,13,5,0,7,1,20,74.41,0
C004119,45,Poznań,Standard,ORGANIC,2022-01-10,8129.29,42,14,1,8,1,0,175.67,0
C004120,39,Lublin,Basic,referral,2023-07-04,7585.35,24,2,0,7,0,0,110.18,0
C004121,45, Wrocław,Basic,paid_search,2022-10-13,12581.96,33,13,3,10,1,15,161.97,0
C004122,18,Katowice,Standard,organic,2025-02-26,7291.41,4,11,2,6,1,20,74.26,1
C004123,20,Poznań,Basic,paid_search,2023-08-19,4180.34,22,8,0,6,0,10,116.46,1
C004124,31,Warszawa,Basic,organic,2022-08-19,8577.38,34,21,1,7,1,20,164.31,0
C004125,22,Katowice,Standard,paid_search,2024-02-03,6333.29,17,8,0,10,1,20,110.54,0
C004126,41,Warszawa,Basic,paid_search,2023-12-12,7005.5,18,14,1,10,1,5,123.84,0
C004127,18, Wrocław,Standard,organic,2023-10-06,5106.01,21,11,0,7,1,0,174.99,0
C004128,42,Poznań,Standard,paid_search,2024-10-05,10790.53,8,5,1,7,1,15,126.87,0
C004129,26,Katowice,Basic,social,2022-04-06,5481.47,39,9,2,8,1,5,165.08,0
C004130,29,Katowice,Standard,paid_search,2023-06-16,15991.95,24,11,1,6,0,15,143.99,0
C004131,25,Katowice,Basic,paid_search,2024-12-06,7680.91,6,5,2,9,1,5,97.12,0
C004132,49,Warszawa,Basic,referral,2024-02-30,5069.91,6,4,2,4,1,15,79.66,1
C004133,40,Gdańsk,Basic,paid_search,2025-06-15,9917.85,1,10,0,6,1,0,62.58,0
C004134,38,Poznań,Basic,organic,2022-09-23,10121.14,33,15,0,6,1,20,127.16,0
C004135,24,Katowice,Premium,paid_search,2022-04-23,3033.27,38,10,0,6,1,15,205.06,1
C004136,42,Poznań,Premium,partner,2023-02-12,7408.38,29,14,0,10,1,0,223.2,0
C004137,25,Gdańsk,Basic,social,2025-02-09,6288.79,4,3,0,6,0,20,71.76,1
C004138,32,Katowice,Premium,paid_search,2023-10-31,6779.65,20,7,2,8,1,10,163.09,0
C004139,29,Gdańsk,Premium,paid_search,2022-09-11,4950.28,34,15,1,9,1,0,250.38,0
C004140,45,Lublin,BASIC,social,2024-08-30,5909.8,10,2,0,9,1,0,88.81,0
C004141,39,Katowice,Standard,organic,2022-03-26,6581.08,39,8,1,8,1,0,182.64,0
C004142,36,Łódź,Basic,social,2023-07-09,8337.44,24,4,1,,1,0,124.49,0
C004143,40,Lublin,Premium,organic,2024-10-06,15646.34,8,2,0,9,1,10,159.97,1
C004144,34,Wrocław,Premium,organic,2023-05-27,7255.68,25,13,0,8,1,10,169.75,1
C004145,36,Poznań,Premium,paid_search,2024-04-14,5122.68,14,11,0,6,1,5,162.24,0
C004146,38,Wrocław,Basic,paid_search,2022-01-08,4867.89,42,11,1,7,1,20,142.91,0
C004147,28,Gdańsk,Basic,organic,2024-03-30,4829.0,15,12,0,9,1,0,112.41,0
C004148,48,Katowice,Standard,paid_search,2022-04-30,8436.31,38,15,2,7,1,20,188.08,1
C004149,25,Katowice,Basic,paid_search,2023-04-20,7277.86,26,10,0,8,1,0,121.77,0
C004150,27,Lublin,Standard,organic,2023-02-12,6509.42,29,12,0,9,1,15,155.51,0
C004151,33,Lublin,Standard,organic,2025-01-27,6373.09,5,16,0,7,1,0,108.36,0
C004152,35,Gdańsk,Standard,referral,2023-10-27,8292.34,20,7,1,7,1,10,129.99,1
C004153,48,Poznań,Premium,paid_search,2025-04-11,14398.45,2,10,0,10,1,20,150.86,0
C004154,23,Lublin,Standard,organic,2023-04-19,9674.11,26,9,1,6,1,5,143.91,0
C004155,32,Poznań,Premium,paid_search,2023-01-09,4068.82,30,14,0,8,0,10,188.59,1
C004156,38,LUBLIN,Standard,paid_search,2023-10-21,10281.24,20,10,0,9,1,0,106.9,1
C004157,48,Łódź,Basic,organic,2023-12-30,8808.69,18,8,3,8,1,5,138.18,0
C004158,32,Łódź, Basic,social,2022-11-09,6620.02,32,17,0,8,1,0,148.38,0
C004159,18,Łódź,Basic,partner,2022-03-03,8984.74,40,12,0,8,1,20,135.28,0
C004160,30,Warszawa,Basic,organic,2024-09-03,5754.95,10,8,3,9,0,0,108.5,0
C004161,40,Poznań,Premium,social,,7255.37,32,12,0,9,1,0,215.55,0
C004162,49,Gdańsk,Standard,paid_search,2023-09-19,9249.13,21,10,0,8,1,15,144.76,0
C004163,27,Warszawa,Premium,organic,2022-05-03,9998.36,38,25,0,7,1,0,265.16,0
C004164,25,Gdańsk,Basic,organic,2022-07-23,5236.14,35,17,1,9,0,5,158.94,0
C004165,27,Gdańsk,Standard,social,2022-12-20,4233.21,30,3,0,7,1,20,120.04,0
C004166,20,Kraków,premium,organic,2024-01-20,5580.93,17,18,0,9,1,5,193.32,0
C004167,18,Katowice,Standard,organic,2024-08-14,4267.01,10,4,5,7,1,0,110.8,1
C004168,28,Wrocław,Basic,paid_search,2022-08-07,3096.4,35,6,1,8,1,10,159.67,0
C004169,42,Łódź,Basic,organic,2022-10-17,6319.39,32,8,0,8,1,0,132.61,0
C004170,29,Lublin,Standard,referral,2024-01-20,6011.19,17,20,0,6,1,15,132.17,0
C004171,33,Katowice,Basic,partner,2024-03-28,17101.19,15,6,0,10,0,5,68.17,0
C004172,41,Lublin ,Standard,social,2023-04-19,18880.74,26,14,0,10,1,0,199.68,0
C004173,27,Gdańsk,Standard,referral,2023-11-26,3797.96,19,7,1,9,1,0,130.2,0
C004174,18,Poznań,Premium,paid_search,2024-02-09,15747.07,16,8,0,10,1,5,179.98,1
C004175,20,Katowice,Standard,paid_search,2025-02-06,3907.35,4,1,0,7,1,5,90.39,0
C004176,41,łódź,Standard,partner,2023-10-23,11146.34,20,7,1,8,0,20,117.9,0
C004177,25,Warszawa,Basic,organic,2024-06-18,7652.08,12,13,1,8,1,0,113.33,0
C004178,42,Lublin,Standard,paid_search,2022-02-19,10073.99,40,6,0,9,1,10,204.53,0
C004179,41,Łódź,Basic,partner,2022-07-02,16936.03,36,11,1,8,1,10,161.39,0
C004180,18,Warszawa,Basic,paid_search,2022-05-27,5431.21,37,8,1,9,1,0,128.2,0
C004181,62,Katowice,Standard,paid_search,2024-03-29,18271.03,15,6,0,10,1,0,141.7,0
C004182,25,Wrocław,Basic,partner,2025-05-26,3587.86,1,7,0,8,0,0,82.28,1
C004183,30,Łódź,Standard,referral,2024-10-19,4708.14,8,12,2,8,1,10,107.7,1
C004184,37,Gdańsk,Standard,organic,2022-03-05,5956.92,40,11,0,8,1,5,178.76,1
C004185,30,Lublin,Standard,referral,2025-06-28,12104.89,1,10,1,7,0,20,62.16,0
C004186,31,Kraków,Standard,organic,2025-01-16,12626.32,5,11,0,8,0,5,113.12,0
C004187,24,łódź,Basic,referral,2025-01-28,4705.6,5,8,0,10,1,15,80.5,0
C004188,31,Poznań,Standard,referral,2023-06-30,7850.87,24,11,0,8,0,5,117.69,0
C004189,28,Łódź,Premium,organic,2025-01-15,5292.23,5,7,0,9,1,0,150.58,1
C004190,23,Lublin,Basic,social,2023-07-20,5290.29,23,7,0,10,1,0,120.85,0
C004191,38,Kraków,Basic,paid_search,2023-07-14,3753.25,23,9,0,9,0,0,123.1,1
C004192,27,Katowice,Basic,referral,2022-03-09,7253.7,40,11,0,7,1,15,108.81,0
C004193,43,Łódź,Standard,paid_search,2024-10-23,4755.35,8,9,1,7,1,5,116.74,0
C004194,27,Gdańsk,Standard,social,2025-02-15,6371.94,4,15,0,8,1,5,127.8,0
C004195,38,Gdańsk,Premium,organic,2022-02-19,5076.18,40,20,2,7,1,10,215.37,0
C004196,19,Lublin,Premium,social,2023-04-17,10586.99,26,6,0,10,1,0,172.37,0
C004197,37,Warszawa,Standard,social,2023-10-29,,20,5,0,9,1,5,142.01,0
C004198,43,Łódź,Basic,paid_search,2022-02-05,15744.35,41,7,0,8,1,20,170.32,0
C004199,35,Warszawa,Premium,social,2025-06-01,15087.57,1,6,1,8,1,0,148.45,1
C004200,38,Łódź,Standard,paid_search,2025-04-21,8419.61,2,11,1,9,0,0,89.96,0
C004201,48,Katowice,Basic,organic,2024-12-19,7902.43,6,13,1,8,1,0,104.36,0
C004202,30,Lublin,Premium,social,2022-12-25,6650.84,30,19,1,7,0,0,185.58,0
C004203,30,Gdańsk,Basic,organic,2022-09-29,12422.12,33,16,0,9,1,20,129.97,0
C004204,41,Poznań,Standard,paid_search,2023-09-11,8388.6,21,11,0,9,1,10,139.93,0
C004205,49,Wrocław,Standard,paid_search,2023-09-29,11771.26,21,1,1,7,1,0,133.3,0
C004206,46,Łódź,Standard,organic,2022-02-04,7085.85,41,8,3,7,1,5,183.64,0
C004207,28,Wrocław,Premium,organic,2023-11-24,9017.2,19,14,2,6,1,15,161.28,0
C004208,49,Katowice,Premium,referral,,4623.34,3,4,1,4,0,20,81.98,1
C004209,35,POZNAŃ,Standard,organic,2023-05-17,13008.42,25,10,0,9,1,5,152.7,1
C004210,47,Kraków,Basic,paid_search,2023-05-15,4579.05,25,8,1,9,1,20,100.77,1
C004211,47,Gdańsk,Premium,partner,2023-09-25,13623.13,21,11,0,10,1,0,177.64,1
C004212,34,Wrocław,Basic ,paid_search,2022-05-28,8996.67,37,7,0,6,1,0,153.77,0
C004213,41,Gdańsk,Premium,referral,2022-10-11,8940.33,33,17,0,8,1,5,210.93,0
C004214,36,Kraków,BASIC,organic,,12142.64,1,12,2,10,1,0,103.93,0
C004215,41,Łódź, Standard,referral,2025-03-19,10734.63,3,10,0,7,0,5,75.16,0
C004216,42,Poznań,Standard,paid_search,2022-01-16,6579.39,42,14,0,8,1,0,206.39,0
C004217,31,Wrocław ,Basic,paid_search,2025-01-19,14316.94,5,8,0,8,1,0,100.88,1
C004218,32,Wrocław,Basic,organic,2024-11-26,4068.99,7,8,0,9,1,10,104.26,0
C004219,37,Katowice,Standard,organic,2024-07-01,17871.57,12,3,0,8,0,5,126.41,0
C004220,30,Gdańsk,Basic,referral,2022-11-04,3917.03,32,7,0,8,1,0,110.18,0
C004221,29,Kraków,Basic,organic,2022-10-22,7409.28,32,9,0,10,1,5,154.68,0
C004222,47,Kraków,Standard,paid_search,2022-01-25,7405.43,41,18,1,9,1,5,210.37,0
C004223,37,Poznań,Standard,paid_search,2022-07-07,6909.51,36,7,3,8,1,20,146.71,1
C004224,37,kraków,Standard,paid_search,2023-01-29,3160.31,29,15,0,8,1,0,175.13,0
C004225,40,Katowice,Standard,organic,2022-09-20,11398.74,33,12,1,8,1,15,151.0,0
C004226,44,Gdańsk,Standard,organic,2023-10-23,3434.1,20,13,1,9,1,20,134.27,0
C004227,30,Lublin,Basic,paid_search,2022-04-06,16476.94,39,13,0,9,0,0,153.38,0
C004228,48,Kraków,Basic,paid_search,2024-08-22,17229.81,10,6,1,8,1,10,109.99,0
C004229,35,,Premium,partner,2024-03-06,9804.96,16,16,0,7,1,20,154.28,0
C004230,27,Gdańsk,Basic,referral,2023-07-14,11229.64,23,5,0,9,1,0,137.7,0
C004231,26,Kraków,Premium,referral,2023-01-05,6429.13,30,18,0,10,1,0,218.87,0
C004232,38,łódź,Standard,social,2024-03-24,9666.3,15,5,2,10,1,0,142.6,0
C004233,39,Warszawa,Premium,paid_search,2024-03-28,8357.14,15,22,0,10,1,5,164.88,0
C004234,40,Poznań,Standard,partner,2024-01-06,6980.41,18,18,1,10,0,10,119.09,0
C004235,32,Poznań,Basic,referral,2023-12-29,7010.39,18,2,1,9,0,0,108.73,1
C004236,34,Katowice,Basic,social,2025-02-25,11143.44,4,7,1,9,0,0,78.65,0
C004237,47,Lublin,Premium,organic,2023-05-05,9562.64,26,14,0,9,0,0,196.44,0
C004238,38,Lublin,Standard,organic,2024-10-15,11101.84,8,7,0,6,1,0,124.81,1
C004239,27,Wrocław,Standard,paid_search,2024-11-12,10233.56,7,6,1,8,1,15,110.62,1
C004240,30,Wrocław,Premium,ORGANIC,2023-06-14,5025.41,24,15,0,7,1,20,165.2,0
C004241,53,łódź,Standard,social,2024-06-01,7529.64,13,11,1,8,1,0,135.59,1
C004242,27,Wrocław,Premium,paid_search ,2024-07-17,4433.47,11,9,0,8,1,10,163.48,0
C004243,39,Kraków,Basic,referral,2022-10-24,2500,32,8,1,9,1,15,140.03,0
C004244,51,Katowice,Standard,paid_search,2025-04-30,6906.96,2,5,2,9,1,0,117.35,1
C004245,33,Gdańsk,Basic,organic,2022-08-24,8978.8,34,10,0,9,1,5,153.79,0
C004246,34,Lublin,Standard,organic,2024-08-06,6994.1,10,3,0,5,1,15,77.67,0
C004247,34,Wrocław,Premium,referral,2024-11-08,11476.6,7,10,3,6,1,5,146.05,0
C004248,18,Kraków,Basic,paid_search,2024-06-05,5069.22,13,10,0,7,1,15,94.7,0
C004249,29,Katowice,Premium,social,2023-11-24,5456.41,19,13,1,7,1,15,167.56,0
C004250,35,Łódź,Basic,paid_search,2024-06-05,9063.36,13,4,1,9,1,5,112.72,1
C004251,40,Gdańsk,Basic,referral,2023-11-08,4463.88,20,11,0,7,0,15,82.04,0
C004252,49,Kraków,Premium,organic,2024-09-11,13305.54,9,14,0,7,1,0,165.04,0
C004253,49,Łódź,Basic,organic,2022-10-31,9053.98,32,13,1,7,1,0,160.34,0
C004254,32,Lublin,Standard,social,2024-06-02,7308.68,13,10,1,6,0,15,89.93,1
C004255,22,Łódź,Basic,referral,2022-03-06,7193.17,40,8,1,10,1,10,162.2,0
C004256,45,Gdańsk,STANDARD,referral,2022-07-07,6143.05,36,15,0,6,1,10,195.41,0
C004257,39,Wrocław,Basic,organic,2025-05-01,6730.42,2,8,0,9,1,10,70.45,0
C004258,28,Warszawa,Basic,partner,2025-05-30,7926.61,1,7,0,7,1,5,91.13,0
C004259,32,Poznań,Standard,partner,2024-07-11,9719.7,11,9,1,7,1,5,116.31,1
C004260,32,Gdańsk,Standard,paid_search,2024-09-10,10263.43,9,10,0,10,1,5,113.97,0
C004261,34,Łódź,Standard,organic,2022-05-16,4209.37,38,12,0,8,1,0,160.9,0
C004262,45,Warszawa,Premium,organic,2024-10-16,12627.67,8,11,0,8,0,15,166.52,0
C004263,24,Wrocław,Basic,partner,2022-05-08,11069.53,38,16,0,7,1,10,158.41,0
C004264,38,Łódź,Standard,paid_search,2024-09-02,7123.03,10,11,0,9,1,20,111.12,0
C004265,51,Gdańsk,Premium,organic,2024-06-03,8315.04,13,18,0,8,1,5,198.46,0
C004266,60,Poznań,Standard,referral,2025-03-14,4594.06,3,11,0,8,1,0,86.6,0
C004267,47,Wrocław,Standard,social,2023-05-24,3822.07,25,8,3,6,0,0,135.48,1
C004268,32,Katowice,Standard,social,2023-12-28,19503.9,18,12,0,5,1,0,136.69,0
C004269,21,Katowice,Basic,organic,2024-02-06,4060.91,17,12,1,8,1,5,129.75,0
C004270,22,Lublin,Standard,partner,2022-10-17,5606.95,32,14,1,9,1,20,170.45,0
C004271,46,Katowice,Basic,paid_search,2024-10-01,11283.8,9,10,0,9,1,0,125.79,0
C004272,30,Łódź,Standard,partner,2022-11-17,4434.73,31,1,1,9,1,15,151.68,0
C004273,49,Gdańsk,Standard,organic,2024-11-04,11169.53,7,12,0,9,1,10,117.88,0
C004274,23,Kraków,Standard,paid_search,2024-08-01,11182.63,11,12,1,9,1,15,134.94,0
C004275,41,Wrocław,Basic,organic,2022-08-26,13828.1,34,6,1,7,0,10,130.11,1
C004276,36,Łódź,Standard,paid_search,2023-07-16,5281.26,23,8,0,7,0,5,117.72,0
C004277,58,Katowice,Standard,referral,2024-01-25,4558.18,17,7,0,,1,15,117.27,1
C004278,44,Kraków,Basic,social,2023-04-07,4149.24,27,10,0,7,0,15,110.94,0
C004279,44,Poznań,Standard,paid_search,2025-04-11,4420.54,2,3,0,10,1,0,101.48,1
C004280,61,Lublin,Premium,paid_search,2024-09-10,5058.98,9,12,0,7,1,15,141.62,0
C004281,33,Warszawa,Basic,organic,2024-10-07,5699.32,8,11,1,6,0,10,104.7,1
C004282,39,Poznań,Basic,referral,2023-08-08,6989.11,23,7,0,6,1,10,119.54,1
C004283,23,Łódź,Standard,referral,2022-01-25,10043.47,41,8,0,10,1,0,180.27,0
C004284,29,Lublin,Basic,organic,2025-05-07,5072.36,1,8,0,6,1,20,44.98,0
C004285,19,Wrocław,Basic,organic,2022-05-15,20278.8,38,18,1,8,1,15,163.97,1
C004286,18,Kraków,Basic,organic,2024-04-14,12183.69,14,4,1,9,1,0,134.07,0
C004287,32,Łódź,Basic,organic,2025-01-23,9084.11,5,4,0,9,1,0,50.64,0
C004288,29,Gdańsk,Premium,referral,2025-01-14,6139.74,5,9,0,7,0,20,103.43,1
C004289,44,Kraków,Standard,paid_search,2022-10-25,10788.57,32,6,0,10,1,5,178.59,0
C004290,40,Gdańsk,Premium,partner,2023-01-15,6580.51,29,18,0,9,1,10,192.87,0
C004291,51,Katowice,Standard,organic,2022-08-29,9996.95,34,11,0,8,1,0,160.45,0
C004292,38,Lublin,Basic,partner,2023-02-04,7475.47,29,11,0,10,1,0,150.4,0
